"","gender","age","country","handed","languages","height","rightfoot","armspan","wrist","neck","popliteal","indexfinger","ringfinger","travel","timetravel","bagweight","bagcarry","favlearning","reaction","cellmonths","fitlevel","pulserest","prefquality","superpower","timetaken","year"
"12728","male",14,"newzealand","right",2,162,25,161,15,31,39,71,72,"bus",45,7600,"two","technology",0.344,18,"veryfit",77,"rich","telepathy",644,10
"10409","female",9,"New Zealand","right",2,134,15,NA,13,15,28,61,63,"motor",15,2000,"two","languages",1.312,NA,"littlefit",80,"rich","fly",2162,5
"18842","female",13,"newzealand","right",1,170,24,167,15,30,48,90,85,"bus",20,NA,"one","arts",0.389,1,"quitefit",88,"famous","telepathy",658,9
"5326","male",9,"newzealand","right",1,134,20,130,14,29,34,68,15,"motor",9,NA,"two","health",0.531,NA,"veryfit",100,"healthy","invisibility",897,5
"8375","male",15,"newzealand","right",1,181,29,190,16,35,40,88,86,"walk",20,NA,"two","health",1.672,14,"veryfit",70,"happy","fly",606,11
"9048","male",14,"newzealand","right",1,167,25,164,19,36,50,82,80,"walk",5,2000,"one","mathstats",0.346,27,"littlefit",72,"happy","telepathy",1288,10
"17798","male",10,"newzealand","left",1,145,20,140,18,30,45,59,54,"walk",10,3800,NA,"mathstats",0.401,3,"quitefit",66,"happy","time",359,8
"19646","male",8,"newzealand","right",1,NA,22,122,13,31,32,8,7,"motor",14,NA,"two","mathstats",0.469,25,"quitefit",83,"rich","invisibility",1123,4
"8993","female",12,"newzealand","right",1,159,23,156,16,29,45,70,70,"bus",20,3450,"two","mathstats",1.86,13,"littlefit",64,"happy","fly",887,8
"2758","male",11,"newzealand","right",1,150,28,56,15,30,39,70,60,"walk",8,3000,"two","english",0.343,NA,"quitefit",44,"happy","fly",481,7
"10659","male",14,"england","right",2,182,28,178,18,37,97,105,112,"bike",12,5800,"two","english",0.344,19,"quitefit",72,"happy","strength",1270,10
"20128","female",13,"newzealand","right",1,NA,25,162,17,30,40,100,100,"walk",45,2300,"two","languages",0.327,17,"veryfit",64,"happy","invisibility",1029,9
"14741","male",15,"england","ambi",1,170,34,74,8,40,55,90,80,"walk",6,NA,"two","health",0.359,19,"quitefit",60,"rich","fly",1573,10
"19970","female",17,"newzealand","right",1,176,27,182,17,35,42,75,60,"motor",17,1800,"diagonal","english",0.328,2,"quitefit",101,"happy","fly",737,12
"17584","male",13,"newzealand","right",1,163,23,158,17,33,41,74,59,"bike",10,3000,"one","health",0.438,16,"quitefit",88,"rich","invisibility",979,8
"15631","female",13,"newzealand","right",1,155,24,155,17,33,42,75,70,"bus",23,NA,"two","arts",0.516,45,"littlefit",70,"happy","fly",841,9
"11766","female",14,"newzealand","right",2,162,25,170,17,37,43,85,80,"walk",40,NA,"two","science",0.406,36,"littlefit",68,"famous","time",599,10
"7011","male",13,"newzealand","right",1,153,25,153,14,31,17,78,75,"motor",35,4000,"two","technology",0.467,3,"quitefit",84,"happy","time",950,9
"1474","female",13,"newzealand","right",2,158,23,155,17,31,41,67,71,"bus",40,1500,"one","arts",0.39,9,"quitefit",74,"happy","fly",1067,9
"6189","female",9,"newzealand","right",1,127,20,131,15,NA,32,70,60,"motor",3,2000,"two","arts",0.547,NA,"quitefit",52,"happy","fly",1210,5
"17915","female",13,"newzealand","right",1,156,24,155,17,30,42,70,71,"motor",10,NA,"one","technology",0.404,18,"quitefit",68,"healthy","telepathy",924,9
"7734","female",11,"newzealand","right",1,155,24,148,15,29,41,40,35,"bus",40,NA,"two","arts",0.391,NA,"quitefit",84,"happy","fly",847,7
"13275","female",16,"china","ambi",4,169,10,76,56,45,17,67,89,"walk",34,NA,"two","social",0.828,24,"unfit",99,"rich","strength",323,9
"5694","female",13,"newzealand","right",2,161,25,165,15,32,42,80,70,"walk",30,5000,"two","arts",0.431,8,"quitefit",56,"happy","telepathy",889,9
"7428","female",12,"newzealand","right",1,160,22,155,15,29,40,60,60,"bus",60,3000,"two","health",0.407,16,"quitefit",17,"healthy","fly",645,8
"5567","male",13,"england","right",2,154,20,150,67,28,55,50,70,"bus",10,1500,"two","health",0.511,0,"veryfit",-1,"rich","strength",4838,8
"840","female",14,"newzealand","right",2,176,23,23,16,31,1,7,6,"bus",50,5000,"two","health",0.328,1,"littlefit",92,"happy","time",408,10
"9006","male",10,"newzealand","ambi",2,141,22,136,15,30,42,180,60,"bike",2,3000,"two","health",2.449,2,"quitefit",83,"healthy","time",559,6
"16345","female",13,"australia","right",1,166,8,NA,17,34,48,40,30,"motor",40,NA,"diagonal","arts",1.235,6,"littlefit",1,"healthy","time",1255,8
"8452","female",10,"newzealand","right",1,154,23,154,16,31,42,60,60,"bus",20,1500,"two","arts",0.546,14,"littlefit",60,"happy","fly",2686,7
"5433","male",11,"newzealand","right",1,151,25,138,15,31,40,75,70,"motor",15,1000,"two","mathstats",0.322,16,"quitefit",96,"happy","time",409,7
"8049","male",12,"newzealand","right",1,165,26,155,19,35,46,100,70,"motor",2,4000,"two","english",2.125,3,"quitefit",92,"rich","invisibility",1266,8
"1031","female",12,"newzealand","right",1,146,23,146,17,31,44,72,77,"bus",17,2500,"one","arts",0.375,5,"quitefit",56,"happy","telepathy",1131,8
"15359","female",13,"newzealand","right",2,164,22,167,13,28,46,70,68,"motor",10,NA,"one","arts",0.353,5,"quitefit",64,"happy","time",770,9
"6983","female",13,"england","right",1,163,22,153,15,31,40,82,7,"other",15,NA,"two","arts",0.343,0,"quitefit",71,"happy","time",516,8
"10765","male",13,"newzealand","right",1,169,25,166,17,36,53,62,60,"bus",12,4000,"two","technology",0.563,0,"quitefit",NA,"happy","fly",1057,9
"11843","female",13,"newzealand","right",2,155,23,151,14,28,42,88,85,"bus",40,5000,"two","health",0.344,9,"quitefit",72,"happy","fly",1132,9
"10116","male",8,"newzealand","right",2,132,13,110,12,15,30,40,70,"motor",2,NA,"two","mathstats",0.406,0,"quitefit",64,"healthy","telepathy",547,5
"14342","male",14,"newzealand","right",1,180,28,NA,19,39,50,85,80,"bus",10,3100,"two","health",0.4,24,"littlefit",68,"happy","fly",461,10
"8623","male",12,"newzealand","right",1,170,27,177,17,35,55,96,102,"motor",17,5200,"one","technology",0.328,1,"littlefit",84,"healthy","strength",424,9
"3325","male",14,"newzealand","right",1,166,25,166,43,30,43,75,73,"walk",5,5000,"two","social",0.406,1,"littlefit",48,"happy","time",401,10
"15653","female",14,"newzealand","right",1,162,24,162,16,32,41,70,65,"bike",8,NA,"two","technology",2.766,NA,"quitefit",70,"happy","strength",1215,9
"18873","female",14,"newzealand","right",1,168,22,168,16,32,43,91,85,"motor",5,4700,"two","health",0.366,4,"littlefit",80,"happy","fly",1461,10
"13592","female",16,"newzealand","left",1,166,23,165,16,NA,42,82,70,"walk",10,NA,"one","arts",0.454,24,"quitefit",-1,"famous","telepathy",1175,11
"11377","female",16,"newzealand","right",2,144,20,141,15,30,34,30,30,"motor",8,5000,"two","science",1.063,32,"littlefit",80,"healthy","fly",1320,11
"3579","female",17,"newzealand","right",2,169,22,169,15,36,40,70,85,"motor",30,NA,"one","arts",NA,5,"littlefit",88,"happy","fly",668,12
"13030","female",13,"newzealand","right",1,157,24,162,15,31,41,98,102,"walk",15,4800,"diagonal","arts",0.438,25,"unfit",77,"happy","time",597,9
"16247","male",13,"newzealand","right",2,160,25,169,17,31,50,70,73,"walk",35,730,"hand","english",0.391,4,"quitefit",88,"happy","time",1067,8
"20173","female",16,"America","right",1,169,24,170,16,30,41,75,70,"walk",0,NA,"one","health",0.463,8,"littlefit",12,"happy","telepathy",1067,12
"18904","male",13,"australia","right",1,177,27,179,16,34,45,7,8,"bus",10,5000,"two","technology",0.344,36,"littlefit",38,"rich","strength",1448,9
"16801","male",14,"newzealand","right",2,NA,28,172,18,13,56,70,80,"bike",25,NA,"two","languages",0.36,3,"quitefit",80,"happy","invisibility",202,9
"5389","female",14,"newzealand","right",2,164,24,165,16,29,42,9,9,"bus",35,4000,"two","english",1.953,30,"veryfit",54,"healthy","fly",458,10
"15420","female",13,"southafrica","right",1,152,23,150,15,30,44,68,72,"motor",20,5000,"one","science",0.375,11,"littlefit",68,"healthy","time",427,8
"19653","female",15,"newzealand","right",1,174,25,168,13,26,48,80,65,"walk",11,2000,"one","english",0.443,1,"quitefit",40,NA,NA,1021,11
"11718","female",13,"newzealand","right",1,159,27,154,15,29,45,80,85,"motor",60,1000,"one","english",0.39,7,"veryfit",-1,"rich","time",484,9
"14714","male",14,"newzealand","right",1,166,28,166,14,30,40,75,85,"bus",15,1500,"one","health",1.094,34,"quitefit",76,"rich","fly",2403,10
"3538","female",11,"newzealand","right",1,157,24,157,18,37,44,70,80,"bus",40,1500,"two","arts",0.438,3,"littlefit",68,"happy","invisibility",782,7
"9676","male",9,"tonga","left",NA,147,22,139,18,35,33,10,6,"walk",8,NA,"one","english",0.516,9,"littlefit",23,"healthy","strength",492,5
"13428","male",13,"newzealand","right",1,157,21,157,7,31,47,90,90,"bus",30,5800,"two","social",0.406,19,"quitefit",108,"rich","invisibility",506,9
"6547","female",11,"newzealand","right",NA,158,24,135,16,29,39,70,NA,"walk",7,5000,"one","health",0.5,3,"quitefit",-1,"happy","telepathy",649,7
"19096","female",8,"newzealand","right",2,136,21,NA,14,11,11,3,3,"motor",2,NA,"two","mathstats",1.203,0,"veryfit",54,"healthy","time",1607,4
"9429","male",10,"newzealand","right",1,149,20,140,16,NA,38,70,60,"motor",4,NA,"one","health",0.359,4,"veryfit",56,"famous","strength",616,6
"14189","female",14,"newzealand","right",3,166,230,159,15,22,40,72,68,"motor",20,6000,"one","social",0.438,9,"veryfit",48,"happy","fly",922,9
"12895","female",13,"newzealand","right",1,175,23,175,12,35,53,75,75,"walk",23,1000,"two","health",0.438,19,"littlefit",83,"healthy","telepathy",1280,9
"92","female",12,"newzealand","right",1,160,23,170,15,33,42,NA,100,"walk",15,NA,"diagonal","mathstats",0.46,13,"littlefit",104,"happy","telepathy",311,8
"1507","female",14,"newzealand","right",2,172,26,177,16,31,44,70,80,"motor",13,5000,"one","english",0.339,16,"littlefit",104,"happy","telepathy",851,10
"10102","female",9,"england","right",1,145,21,149,15,28,38,70,65,"motor",3,NA,"two","arts",0.391,5,"veryfit",56,"healthy","invisibility",1649,6
"10763","male",13,"Canada","right",1,152,23,157,17,32,50,80,84,"bus",10,3000,"diagonal","technology",0.5,8,"quitefit",84,"famous","fly",1054,9
"19502","male",13,"newzealand","right",1,168,26,154,16,32,54,90,90,"bus",35,3300,"one","technology",0.438,4,"quitefit",72,"happy","time",1067,9
"19108","male",13,"newzealand","right",1,165,25,165,17,31,53,80,90,"walk",25,NA,"one","arts",1.797,2,"quitefit",68,"happy","time",711,9
"8610","male",13,"Philippines","left",2,160,24,168,18,36,42,87,95,"walk",15,3000,"two","arts",0.343,51,"unfit",87,"healthy","invisibility",254,9
"17463","male",10,"newzealand","left",2,150,24,158,16,42,38,80,70,"walk",45,2000,"one","languages",0.453,2,"littlefit",44,"healthy","strength",472,6
"14687","male",14,"newzealand","right",1,178,27,83,20,39,NA,90,80,"motor",15,1000,"one","health",0.375,8,"quitefit",78,"rich","time",1077,9
"3597","female",15,"england","ambi",3,166,23,160,15,32,39,60,60,"walk",10,7000,"one","arts",0.516,14,"quitefit",80,"happy","telepathy",1101,12
"2467","female",14,"newzealand","right",1,169,25,173,17,33,44,9,9,"bike",25,NA,"one","arts",0.381,6,"quitefit",72,"healthy","fly",448,10
"19786","female",14,"newzealand","right",1,169,21,162,NA,26,52,80,70,"walk",15,4025,"one","arts",0.403,1,"quitefit",92,"happy","fly",738,10
"3094","female",13,"newzealand","right",1,174,24,NA,16,33,45,81,67,"bus",60,1500,"one","health",0.313,8,"quitefit",76,"happy","invisibility",529,10
"12442","female",12,"newzealand","right",1,158,21,150,14,30,34,80,80,"walk",7,NA,"one","technology",0.375,0,"quitefit",57,"rich","time",609,8
"3854","male",12,"newzealand",NA,2,154,26,165,17,31,46,85,84,"motor",13,3200,"one","arts",0.406,6,"quitefit",58,"famous","time",1145,8
"18542","female",9,"zimbabwe","right",2,144,22,145,17,29,40,60,61,"bus",30,1000,"one","arts",0.765,NA,"quitefit",88,"famous","fly",616,5
"18621","female",13,"southafrica","right",2,151,23,64,23,38,48,70,75,"walk",3,NA,"two","mathstats",2.172,12,"quitefit",48,"healthy","time",1221,9
"3800","female",13,"newzealand","right",2,156,24,168,16,34,41,75,65,"bus",50,4300,"two","science",0.297,40,"quitefit",76,"happy","telepathy",1040,10
"16720","female",14,"newzealand","right",1,160,22,150,16,34,42,80,NA,"walk",30,NA,"two","health",1.031,1,"littlefit",0,"happy","telepathy",1582,9
"5047","male",13,"wales","right",1,168,25,166,17,32,46,75,70,"motor",10,5500,"diagonal","english",NA,5,"littlefit",75,NA,NA,1062,9
"6301","female",13,"newzealand","right",1,156,22,157,15,30,41,80,88,"motor",18,4400,"one","mathstats",0.375,36,"quitefit",70,"healthy","time",439,9
"413","female",14,"newzealand","right",2,161,20,159,16,33,38,90,81,"walk",30,3000,"two","health",0.61,8,"unfit",92,"famous","telepathy",451,10
"14215","female",15,"newzealand","right",1,164,25,168,19,37,43,75,80,"motor",5,2000,"two","health",0.625,8,"littlefit",84,"happy","telepathy",1484,11
"6174","female",9,"newzealand","right",1,134,18,132,14,29,42,78,69,"walk",7,2000,NA,"arts",0.489,5,"veryfit",40,"healthy","fly",845,5
"19424","female",13,"newzealand","right",1,160,22,151,15,NA,40,68,64,"bus",28,4500,"two","english",0.484,0,"littlefit",80,"happy","time",1220,9
"10033","male",14,"newzealand","left",2,175,27,173,17,54,49,90,90,"bus",20,3000,"two","science",0.344,7,"unfit",80,"happy","time",462,10
"9966","female",13,"newzealand","right",1,166,25,169,16,30,44,63,58,"bus",10,5000,"one","english",1.125,3,"littlefit",84,"happy","invisibility",789,9
"9547","male",11,"newzealand","right",2,144,23,146,16,30,42,65,70,"walk",15,2000,"two","english",0.359,24,"quitefit",82,"rich","time",337,8
"10289","female",11,"newzealand","right",1,162,23,156,15,31,45,75,73,"motor",3,NA,"one","health",0.489,15,"veryfit",42,"healthy","invisibility",745,8
"16385","male",11,"newzealand","right",1,142,22,137,14,24,40,70,80,"motor",10,NA,"diagonal","mathstats",0.387,0,"quitefit",100,"happy","time",796,6
"15712","male",13,"newzealand","ambi",NA,148,22,151,15,28,37,75,82,"bus",20,3700,"two","science",0.39,11,"littlefit",100,"happy","time",1484,9
"3240","male",15,"Guam","right",1,170,11,174,18,14,16,85,85,"motor",30,7000,"one","science",0.297,36,"veryfit",82,"happy","fly",635,11
"10333","female",9,"newzealand","right",2,146,21,145,15,31,40,60,65,"motor",5,NA,"diagonal","mathstats",0.741,0,"veryfit",NA,"rich","invisibility",955,5
"11375","male",14,"Kosova","right",2,181,25,170,15,34,45,100,90,"motor",6,NA,"two","mathstats",0.297,24,"veryfit",70,"happy","time",826,11
"10677","female",14,"newzealand","right",1,170,26,170,19,38,45,90,80,"motor",5,4000,"one","mathstats",0.375,20,"unfit",96,"happy","telepathy",842,10
"12284","female",15,"australia","right",1,166,22,161,16,31,66,85,73,"motor",5,3000,"two","arts",0.426,3,"quitefit",72,"happy","fly",628,11
"6069","male",13,"newzealand","right",1,169,27,NA,19,40,43,60,75,"bike",15,NA,"two","technology",0.406,2,"quitefit",72,"happy","strength",918,9
"3498","male",11,"newzealand","right",1,155,21,147,17,31,46,62,81,"bike",6,NA,"two","mathstats",0.391,NA,"quitefit",15,"healthy","strength",1427,7
"16698","male",13,"newzealand","left",1,154,23,164,18,35,44,60,20,"walk",13,3000,"one","social",0.5,0,"veryfit",106,"healthy","time",524,8
"9699","female",14,"england","right",3,170,18,NA,13,20,45,7,9,"train",60,NA,"one","arts",0.359,13,"quitefit",72,"happy","fly",665,10
"14494","male",15,"newzealand","right",1,179,28,186,17,39,46,90,75,"walk",10,12000,"two","technology",0.329,8,"littlefit",80,"happy","telepathy",282,10
"13294","female",13,"newzealand","right",2,NA,24,47,15,32,45,70,70,"walk",5,NA,"one","health",0.423,1,"veryfit",4,"happy","telepathy",2358,9
"1835","female",11,"newzealand","left",1,147,24,151,15,32,42,60,65,"walk",5,7000,"two","arts",0.406,27,"quitefit",64,"happy","fly",913,7
"11184","male",13,"newzealand","left",1,150,0,145,NA,21,NA,NA,NA,"walk",30,700,"diagonal","arts",0.282,1,"quitefit",68,"healthy","time",401,9
"17799","female",13,"South Korea","right",2,163,23,163,16,32,43,75,70,"motor",10,NA,"two","languages",0.471,0,"littlefit",54,"rich","telepathy",698,8
"15977","female",14,"newzealand","right",1,163,24,164,15,33,45,65,70,"bus",15,2500,"one","arts",0.416,31,"littlefit",65,"happy","telepathy",302,10
"8120","male",12,"newzealand","left",1,162,24,159,17,31,55,9,7,"walk",7,4000,"two","technology",1.156,26,"quitefit",60,"healthy","invisibility",876,7
"16860","female",15,"newzealand","right",1,164,23,172,16,30,42,72,66,"bus",45,5100,"one","health",0.431,9,"quitefit",96,"happy","fly",523,10
"12480","female",15,"newzealand","right",1,152,23,172,72,34,43,7,6,"bus",10,5000,"diagonal","health",0.471,0,"littlefit",20,"happy","fly",1037,10
"11649","female",12,"samoa","right",2,165,22,167,17,NA,44,70,80,"walk",15,1000,"two","mathstats",0.5,0,"littlefit",52,"happy","fly",464,8
"5838","male",15,"newzealand","left",NA,177,28,179,17,35,49,76,95,"motor",5,2000,"two","health",0.328,NA,"littlefit",32,"famous","time",1256,11
"2420","male",13,"thailand","right",3,158,22,164,16,32,44,8,6,"walk",15,3000,"two","arts",0.328,2,"quitefit",60,"healthy","time",775,10
"19808","male",13,"bethleham","right",4,164,26,149,15,25,520,60,70,"bus",10,NA,"diagonal","languages",0.517,24,"veryfit",50,"happy","fly",547,9
"18421","male",11,"cookisl","right",2,135,22,135,15,30,36,60,60,"motor",3,2700,"one","health",0.394,12,"littlefit",20,"rich","invisibility",972,7
"1333","male",9,"newzealand","right",1,137,21,NA,14,28,42,40,50,"walk",6,NA,"two","health",0.71,0,"veryfit",72,"famous","time",702,5
"1302","female",10,"newzealand","right",2,161,25,NA,16,31,41,90,80,"bus",24,NA,"one","arts",0.422,NA,"quitefit",96,"healthy","telepathy",916,7
"19413","female",15,"newzealand","right",2,170,23,58,17,30,40,75,77,"motor",30,4500,"two","social",0.469,29,"littlefit",84,"rich","telepathy",1106,11
"13174","female",13,"england","right",2,174,27,172,16,30,45,98,91,"bus",60,3250,"one","technology",0.359,18,"quitefit",60,"healthy","fly",442,9
"5164","male",13,"newzealand","right",2,163,26,67,15,35,42,70,70,"walk",5,5000,"diagonal","social",2.859,4,"quitefit",96,"rich","time",1664,10
"18740","female",10,"newzealand","right",2,141,19,142,15,27,38,60,58,"motor",12,1500,"two","science",0,0,"quitefit",88,"happy","time",4260,5
"13200","female",10,"newzealand","right",2,135,20,135,14,28,39,85,78,"walk",2,NA,"two","health",0.538,0,"quitefit",80,"happy","telepathy",1277,6
"1879","male",15,"australia","right",2,178,27,184,18,36,47,90,93,"motor",15,7000,"two","arts",0.421,5,"quitefit",72,"healthy","fly",2009,11
"11327","female",13,"newzealand","right",2,169,24,165,17,36,56,8,7,NA,1,5000,"one","arts",0.343,3,"quitefit",44,"rich","telepathy",559,9
"6779","female",13,"newzealand","right",2,167,23,176,15,33,45,73,76,"motor",6,500,"two","arts",2.784,3,"veryfit",72,"happy","strength",636,9
